Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3iIhOIwwCJg935QUOTAwUM,"Leaveyourlove","Leaveyourlove","Parcels",2024-11-27,231490,37,11139125490,2024-12-01T19:28:32Z,"","PARCELS MUSIC GbR",0.81,0.479,7,-10.479,1,0.104,0.204,0.00000506,0.162,0.68,121.936,4
spotify:track:3VwgtTh9D0CubY32jdhI5U,"Cracking","Jinx","Crumb",2019-06-14,111986,61,11139125490,2024-12-01T19:28:32Z,"psychedelic pop,bedroom pop","Crumb Records",0.635,0.385,6,-11.621,1,0.0341,0.39,0.783,0.0993,0.117,121.951,4
spotify:track:4hm33jVolpa22nzhlY72jD,"Intermission","Taking My Time to Be","Strawberry Guy",2019-09-27,110181,67,11139125490,2024-12-01T19:28:32Z,"bedroom pop","Melodic",0.444,0.418,11,-7.219,1,0.026,0.261,0.823,0.112,0.236,98.958,3
spotify:track:1iGOI54dl6Ps1kYlSpPZzg,"Overseas","It Is What It Is","Thundercat,Zack Fox",2020-04-03,88453,55,11139125490,2024-12-01T19:28:32Z,"meme rap","Brainfeeder",0.849,0.604,2,-8.464,0,0.0338,0.44,0.0915,0.78,0.714,119.945,4
spotify:track:2rFRXdxA9PupBVau54E3tl,"Autumn Leaves","Unforgettable","Joe Pass",1998-01-01,151506,40,11139125490,2024-12-01T19:28:32Z,"jazz,bebop,vocal jazz,hard bop","Original Jazz Classics",0.557,0.153,4,-22.915,0,0.0519,0.952,0.893,0.141,0.339,106.575,4
spotify:track:6MN6yRVriszuyAVlyF8ndB,"Coffee Cold","Shapes of Rhythm/Woman Is Sweeter","Galt MacDermot",2000-01-01,205720,65,11139125490,2024-12-01T19:28:32Z,"","Kilmarnock Records",0.685,0.472,9,-9.691,0,0.0298,0.785,0.284,0.224,0.475,80.487,4
spotify:track:1c5CllrZr45UBhWpIqM332,"Funny Thing","It Is What It Is","Thundercat",2020-04-03,116630,74,11139125490,2024-12-01T19:28:32Z,"","Brainfeeder",0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,3
spotify:track:1A8QcZJKhUmJwdqzoAahvR,"Open My Door","Shelter","Alice Phoebe Lou",2023-07-07,153110,70,11139125490,2024-12-01T19:28:32Z,"","Alice Phoebe Lou",0.498,0.499,0,-6.681,1,0.0302,0.264,0.000605,0.269,0.559,144.84,3
spotify:track:2qpacEyFxmbxCpIEqZkqvC,"You Are the Right One","Naked All the Time","Sports",2015-07-24,172506,76,11139125490,2024-12-01T19:28:32Z,"","Sports",0.659,0.594,4,-8.494,0,0.0261,0.162,0.846,0.632,0.851,100.033,4
spotify:track:7f4azWcTVEDHZ7DSc5eh5a,"POP POP POP","TANGK","IDLES",2024-02-16,256573,28,11139125490,2024-12-01T19:28:32Z,"post-punk,punk,noise rock","Partisan Records",0.724,0.728,10,-7.938,0,0.0796,0.228,0.101,0.282,0.175,122.984,4
spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Like Him (feat. Lola Young)","CHROMAKOPIA","Tyler, The Creator,Lola Young",2024-10-28,278014,91,11139125490,2024-12-01T19:28:32Z,"","Columbia",0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,3
spotify:track:2ZPtUFGyi6SrPCSSnXwenD,"Find The Way - Smokey Bubblin' B Remix - Edit","Find The Way (Smokey Bubblin' B Remix)","Peggy Gou,Smokey Bubblin' B",2024-11-20,199026,36,11139125490,2024-12-01T19:28:32Z,"rally house,uk garage,house","Gudu Records",0.785,0.939,0,-5.85,1,0.0357,0.00265,0.0605,0.177,0.859,130.99,4
spotify:track:45J4avUb9Ni0bnETYaYFVJ,"luther (with sza)","GNX","Kendrick Lamar,SZA",2024-11-22,177598,92,11139125490,2024-12-01T19:28:32Z,"hip hop,west coast hip hop,r&b","pgLang, under exclusive license to Interscope Records",0.707,0.575,2,-7.546,1,0.125,0.251,0,0.248,0.576,138.008,4
spotify:track:5gOfC9UzZQzTyShqPMrpjT,"wacced out murals","GNX","Kendrick Lamar",2024-11-22,317092,78,11139125490,2024-12-01T19:28:32Z,"hip hop,west coast hip hop","pgLang, under exclusive license to Interscope Records",0.761,0.501,9,-10.759,0,0.459,0.249,0,0.136,0.502,81.998,4
spotify:track:4Pq1zmJnLFDYQU7EiiLnCl,"Bana Özel","Mücevher","Bülent Ortaçgil,Cem Adrian",2024-11-01,282425,18,11139125490,2024-12-01T19:28:32Z,"anatolian rock,turkish pop,arabesk","SONY MUSIC TURKEY",0.449,0.389,0,-13.384,0,0.06,0.626,0.000126,0.111,0.446,128.167,5
spotify:track:5qnVigvU1R795fr1HOSXzY,"Touching Toes","Touching Toes","Olivia Dean",2024-11-15,132000,67,11139125490,2024-12-01T19:28:32Z,"pop soul","PLG - Capitol",0.568,0.281,2,-8.918,1,0.0519,0.914,0,0.15,0.358,129.038,5
spotify:track:7DFnrwdARKCUUG0P6sSRuP,"Gitmek Gitmektir İşte","Mücevher","Selda Bağcan,Cem Adrian",2024-11-01,116000,24,11139125490,2024-12-01T19:28:32Z,"anatolian rock,arabesk,turkish pop","SONY MUSIC TURKEY",0.302,0.239,9,-12.772,0,0.0367,0.398,0.00339,0.138,0.195,119.086,4
spotify:track:0moIiOrOHqnBjtIVB0M98m,"Doyamam","Derdo","Ezhel",2024-11-22,186028,63,11139125490,2024-12-01T19:28:32Z,"turkish hip hop,turkish pop","Koal Arts GmbH",0.758,0.704,7,-6.241,1,0.187,0.0648,0.00115,0.113,0.408,158.011,4
spotify:track:0Qswuc7isupiZ5DGxYsRvA,"Alpi","Derdo","Ezhel",2024-11-22,176862,57,11139125490,2024-12-01T19:28:32Z,"turkish hip hop,turkish pop","Koal Arts GmbH",0.795,0.35,1,-15.607,0,0.291,0.578,0,0.11,0.547,110.069,4
spotify:track:0mEmKEThEBGfOwzttptbo3,"Uchigatana","Derdo","Ezhel,Murda,Bugy",2024-11-22,181300,57,11139125490,2024-12-01T19:28:32Z,"turkish hip hop,turkish pop","Koal Arts GmbH",0.733,0.511,1,-7.942,1,0.271,0.308,0,0.276,0.407,135.096,4
spotify:track:6BePz3rGi5PYaGlQAVUXUa,"7/24","Derdo","Ezhel",2024-11-22,227872,52,11139125490,2024-12-01T19:28:32Z,"turkish hip hop,turkish pop","Koal Arts GmbH",0.876,0.581,7,-7.78,1,0.235,0.426,0,0.116,0.526,138.024,4
spotify:track:5dXbX9qwyFBB1fnwFkf1en,"Pencerende","Derdo","Ezhel",2024-11-22,160967,58,11139125490,2024-12-01T19:28:32Z,"turkish hip hop,turkish pop","Koal Arts GmbH",0.868,0.647,11,-5.875,0,0.0398,0.375,0.000142,0.0571,0.683,112.038,4
spotify:track:5DdKnLgJRpUfGZE9YBpwm0,"Kedi","Derdo","Ezhel",2024-11-22,142106,54,11139125490,2024-12-01T19:28:32Z,"turkish hip hop,turkish pop","Koal Arts GmbH",0.733,0.633,7,-8.457,0,0.0776,0.648,0.00423,0.124,0.378,89.914,4
spotify:track:6IAuH3hgTRpUUdmOGubXGS,"Can I Call You Rose?","Thee Sacred Souls","Thee Sacred Souls",2022-08-26,190546,77,11139125490,2024-12-01T19:28:32Z,"retro soul","Penrose / Daptone Records",0.302,0.4,0,-8.212,0,0.0364,0.719,0.000621,0.172,0.421,180.852,3
spotify:track:1AqemxWsT0iGg5Lvkm16Bt,"Fukk Sleep (feat. FKA twigs)","TESTING","A$AP Rocky,FKA twigs",2018-05-25,192973,69,11139125490,2024-12-01T19:28:32Z,"rap,art pop,alternative r&b","A$AP Worldwide/Polo Grounds Music/RCA Records",0.798,0.412,2,-9.305,1,0.36,0.443,0.0000743,0.219,0.304,135.959,4
spotify:track:1BwhFXqoIsePt21WyWIttb,"I Wanna Get Better","Strange Desire","Bleachers",2014-07-14,204520,65,11139125490,2024-12-01T19:28:32Z,"","RCA Records Label",0.446,0.915,9,-6.221,1,0.141,0.00281,0.0000387,0.218,0.398,190.013,4
spotify:track:3DK6m7It6Pw857FcQftMds,"Runaway","My Beautiful Dark Twisted Fantasy","Kanye West,Pusha T",2010-11-22,547733,84,11139125490,2024-12-01T19:28:32Z,"rap","Roc-A-Fella",0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4
spotify:track:2hmHlBM0kPBm17Y7nVIW9f,"My Propeller","Humbug","Arctic Monkeys",2009-08-20,205746,64,11139125490,2024-12-01T19:28:32Z,"indie,garage rock","Domino Recording Co",0.415,0.657,9,-6.758,0,0.0295,0.052,0.0552,0.233,0.69,115.752,4
spotify:track:1Xb5UAKg5OdTHkg48FdQou,"★","Blackstar","David Bowie",2016-01-08,597933,51,11139125490,2024-12-01T19:28:32Z,"glam rock,art rock","Rhino",0.364,0.525,6,-9.203,1,0.0321,0.208,0.0605,0.183,0.122,98.042,4
spotify:track:6VoIBz0VhCyz7OdEoRYDiA,"Say It Ain't So - Original Mix","Weezer","Weezer",1994-05-10,258826,79,11139125490,2024-12-01T19:28:32Z,"alternative rock","DGC",0.634,0.551,3,-7.136,1,0.0352,0.00737,0.0000182,0.07,0.453,151.779,4
spotify:track:4y78bEIRTzNe2RbGAnX8zU,"My Life","RINGOS DESERT","ZHU,Tame Impala",2018-09-07,294351,56,11139125490,2024-12-01T19:28:32Z,"edm,indie,psychedelic pop","Mind of a Genius",0.755,0.557,0,-7.985,0,0.0373,0.257,0.0524,0.103,0.21,109.983,4
spotify:track:3FYDqY5BRtx3IVSaiQZSze,"悲しみがとまらない　I CAN'T STOP THE LONELINESS","Timely!!","Anri",1983-12-05,263706,69,11139125490,2024-12-01T19:28:32Z,"city pop,kayokyoku,j-pop","FOR LIFE MUSIC ENTERTAINMENT,INC.",0.684,0.843,9,-4.256,1,0.0296,0.183,0.0000167,0.0635,0.885,132.027,4
spotify:track:5jYxvAgvta801bge7mNsOy,"Loved Despite of Great Faults","Melody of Certain Damaged Lemons","Blonde Redhead",2000-06-06,252573,35,11139125490,2024-12-01T19:28:32Z,"shoegaze,dream pop","Touch and Go Records",0.437,0.844,0,-6.055,0,0.0493,0.0594,0.378,0.0652,0.209,188.674,3
spotify:track:2OQD6EuL4QDbdrNSzoBcFv,"My Life - Kyle Watson Remix","My Life (Remixes)","ZHU,Tame Impala,Kyle Watson",2018-07-20,343802,12,11139125490,2024-12-01T19:28:32Z,"edm,indie,psychedelic pop,tech house,bass house,house,g-house","Mind of a Genius",0.843,0.569,5,-9.289,0,0.0984,0.000424,0.797,0.138,0.399,123.022,4
spotify:track:6Ps04Nfh2PySU4fIPZWxrU,"A Rush and a Push and the Land Is Ours - 2011 Remaster","Strangeways, Here We Come","The Smiths",1987-09-28,183013,61,11139125490,2024-12-01T19:28:32Z,"new wave,madchester,jangle pop","WM UK",0.67,0.64,10,-9.024,1,0.0268,0.114,0.00000545,0.259,0.633,110.14,4
spotify:track:7LPGJhkRDEW6KopWhD8DbX,"Roi","Euphories","Videoclub,Adèle Castillon,Mattyeux",2021-01-29,222280,77,11139125490,2024-12-01T19:28:32Z,"french indie pop,french pop","Petit Lion Productions",0.705,0.467,9,-9.261,1,0.0343,0.564,0.00107,0.0969,0.27,107.993,4
spotify:track:2VYb3Fb5iK5Y8HGZ8oEEkp,"Violent Crimes","ye","Kanye West",2018-06-01,215320,0,11139125490,2024-12-01T19:28:32Z,"rap","Getting Out Our Dreams, Inc./Def Jam Recordings",0.665,0.417,1,-6.731,0,0.524,0.374,0,0.186,0.04,110.111,4
spotify:track:3kObDUNjEuuanYcHTSYqTW,"Gotta Get A Grip - Kevin Parker Remix","Gotta Get A Grip / England Lost (Reimagined)","Mick Jagger,Kevin Parker",2017-07-27,253898,0,11139125490,2024-12-01T19:28:32Z,"","Universal Music Group",0.544,0.932,2,-4.365,1,0.0961,0.403,0.000849,0.252,0.603,172.02,4
spotify:track:7cxnezNj2EbUySx4xAAqI0,"Whiplash (feat. Tame Impala)","Whiplash (feat. Tame Impala)","Theophilus London,Tame Impala",2019-01-30,170964,0,11139125490,2024-12-01T19:28:32Z,"indie,psychedelic pop","independently popular.",0.718,0.85,9,-5.586,1,0.112,0.0185,0.0000222,0.239,0.375,102.896,4
spotify:track:3P4gLPPOHIRQ5j6PC1hNa5,"Tomorrow","Isolation","Kali Uchis",2018-04-06,190375,57,11139125490,2024-12-01T19:28:32Z,"","EMI",0.644,0.591,2,-7.218,0,0.0296,0.116,0.000035,0.141,0.494,107.034,4
spotify:track:1v0ufp7FLTFcykUGOmFZKa,"Daffodils (feat. Kevin Parker)","Uptown Special","Mark Ronson,Kevin Parker",2015-01-12,298133,56,11139125490,2024-12-01T19:28:32Z,"","Columbia",0.724,0.538,0,-8.041,1,0.0381,0.0408,0.0139,0.0343,0.282,108.945,4
spotify:track:4PEGwWH4tL6H7dGl4uVSPg,"Like a Tattoo","Love Deluxe","Sade",1992-10-26,218000,81,11139125490,2024-12-01T19:28:32Z,"","Epic",0.557,0.16,5,-16.302,0,0.0315,0.922,0.000756,0.0996,0.133,136.01,4
spotify:track:4A6zEXlSk7xIIqDh92iZ26,"It's Our Love","Will I See You Again?","Thee Sacred Souls",2021-01-22,227906,69,11139125490,2024-12-01T19:28:32Z,"retro soul","Penrose Records",0.599,0.471,7,-10.033,1,0.0285,0.0877,0.0148,0.0898,0.802,122.168,4
spotify:track:5omLpU1N0uN51OSXL62VAM,"A Bird's Last Look","Out With the Old in With the Taboo","Macabre Plaza",2022-04-21,69565,68,11139125490,2024-12-01T19:28:32Z,"","Vada Vada",0.552,0.715,2,-9.291,1,0.0524,0.0286,0.702,0.0669,0.858,113.861,4
spotify:track:33w8iS8eFMbBHj9LpOW8Rw,"It Only Happens","The Promise of Love","Delegation",1976-08-16,210387,57,11139125490,2024-12-01T19:28:32Z,"","State Records",0.731,0.458,4,-18.525,0,0.0406,0.778,0.549,0.114,0.951,96.636,4
spotify:track:4R5GN0mBvb6jkRj3Zvyhkl,"Will I See You Again?","Will I See You Again?","Thee Sacred Souls",2020-12-01,240653,78,11139125490,2024-12-01T19:28:32Z,"retro soul","Penrose Records",0.515,0.451,9,-8.047,0,0.0309,0.405,0.00000112,0.111,0.661,169.931,4
spotify:track:5XIbYsIvQEaQepYZQB1gLd,"夜の想い","宇宙 ベスト・オブ・フィッシュマンズ","Fishmans",2005-04-21,341373,17,11139125490,2024-12-01T19:28:32Z,"shibuya-kei,dream pop,japanese indie,j-rock","Universal Music LLC",0.669,0.633,7,-8.08,1,0.0368,0.04,0.838,0.111,0.351,87.911,4
spotify:track:3VbsaDjBCDjy8kRjXFDb4D,"KEDI - A COLORS SHOW","KEDI - A COLORS SHOW","Ezhel,COLORS",2024-11-07,130741,44,11139125490,2024-12-01T19:28:32Z,"turkish hip hop,turkish pop","COLORSxSTUDIOS",0.64,0.71,2,-7.772,1,0.129,0.557,0.00000358,0.118,0.403,89.905,4
spotify:track:2rtGaCAeYtmcIvuZsvgTf6,"How to Disappear Completely","Kid A","Radiohead",2000-10-02,356333,74,11139125490,2024-12-01T19:28:32Z,"art rock,alternative rock","XL Recordings",0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,4
spotify:track:5Qv2Nby1xTr9pQyjkrc94J,"All I Need","In Rainbows","Radiohead",2007-12-28,228746,83,11139125490,2024-12-01T19:28:32Z,"art rock,alternative rock","XL Recordings",0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,4
spotify:track:35YyxFpE0ZTOoqFx5bADW8,"Nude","In Rainbows","Radiohead",2007-12-28,255386,76,11139125490,2024-12-01T19:28:32Z,"art rock,alternative rock","XL Recordings",0.516,0.342,4,-9.785,1,0.0342,0.832,0.579,0.0857,0.167,128.378,3
spotify:track:02ppMPbg1OtEdHgoPqoqju,"Reckoner","In Rainbows","Radiohead",2007-12-28,290213,70,11139125490,2024-12-01T19:28:32Z,"art rock,alternative rock","XL Recordings",0.523,0.656,4,-7.441,0,0.0262,0.511,0.16,0.0679,0.214,104.271,4
spotify:track:6etBdfhxvEavBQ61XEa6zR,"Help Me","Hako Yamazaki Best Collection","Hako Yamazaki",2017-11-01,259186,39,11139125490,2024-12-01T19:28:32Z,"city pop,enka,kayokyoku","PONY CANYON INC.",0.515,0.233,0,-12.995,0,0.0319,0.768,0.00493,0.0982,0.0395,152.625,3
spotify:track:5oYRllIEUix5gkYaml9m5p,"Sana Vuruldum (Ulubatlı Hasan)","Sana Vuruldum (Ulubatlı Hasan)","Wegh",2024-06-07,228000,66,11139125490,2024-12-01T19:28:32Z,"turkish hip hop","Mamba Music",0.444,0.327,8,-12.623,1,0.0429,0.521,0.0116,0.0935,0.0908,110.118,4
spotify:track:1efdaNzjaN8Ycni32g1pIO,"MASCULINITY - MJF Spotlight Session","TENDRESSE (EXTENDED EDITION)","LUCKY LOVE",2023-06-13,209000,39,11139125490,2024-12-01T19:28:32Z,"","Belem Music / Turenne Music",0.673,0.317,5,-11.162,0,0.0329,0.787,0.0000417,0.109,0.117,132.991,4
spotify:track:3M2bD9SMYnJIPdrTKUnBd3,"I Know It's Over - 2011 Remaster","The Queen Is Dead","The Smiths",1986-06-16,349186,75,11139125490,2024-12-01T19:28:32Z,"new wave,madchester,jangle pop","WM UK",0.407,0.424,0,-10.583,1,0.0318,0.0847,0,0.234,0.404,113.311,3
spotify:track:2t8yVaLvJ0RenpXUIAC52d,"a lot","i am > i was","21 Savage",2018-12-21,288624,82,11139125490,2024-12-01T19:28:32Z,"","Slaughter Gang, LLC/Epic Records",0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
spotify:track:5itF66zYn38tEXTAvFPqIk,"Down By The River","Sadnecessary","Milky Chance",2013-05-31,241052,72,11139125490,2024-12-01T19:28:32Z,"","Stoned In Paradise",0.687,0.695,9,-7.954,1,0.0486,0.755,0.0000611,0.109,0.453,114.029,4
spotify:track:3oZKOJiMENWToZ6lid73Ki,"Paraphernalia","Paraphernalia","Temples",2020-09-02,263453,41,11139125490,2024-12-01T19:28:32Z,"psychedelic rock,psychedelic pop","ATO Records",0.496,0.865,1,-4.162,1,0.0471,0.00663,0.000336,0.335,0.384,114.002,4
spotify:track:7lirdOcXuV6nIPH1NTNwW8,"Titanic","Up and Away","Σtella,Redinho",2022-06-17,186665,61,11139125490,2024-12-01T19:28:32Z,"","Sub Pop Records",0.762,0.487,0,-5.964,0,0.0328,0.523,0.34,0.0965,0.818,96.025,4
spotify:track:68wrmZ8GgYlidAhERxI0Bz,"Nomad","Up and Away","Σtella,Redinho",2022-06-17,224448,62,11139125490,2024-12-01T19:28:32Z,"","Sub Pop Records",0.557,0.453,9,-10.129,0,0.0307,0.599,0.455,0.12,0.338,77.019,4
spotify:track:07Waqz8Zkad6oM7dL4MNce,"Takahashi Timing","Mount Matsu","Yin Yin",2024-01-19,324978,44,11139125490,2024-12-01T19:28:32Z,"","Glitterbeat Records",0.735,0.82,6,-8.931,0,0.0442,0.00233,0.724,0.0642,0.728,118.999,4
spotify:track:5fs0RkEEaRSpWp845ld6JO,"The Year of the Rabbit","Mount Matsu","Yin Yin",2024-01-19,236551,43,11139125490,2024-12-01T19:28:32Z,"","Glitterbeat Records",0.645,0.757,6,-8.877,0,0.0291,0.0426,0.898,0.112,0.671,102.966,4
spotify:track:6DYLWAdxEJvwWmT7EkeDkX,"Charmed","Up and Away","Σtella,Redinho",2022-06-17,158359,74,11139125490,2024-12-01T19:28:32Z,"","Sub Pop Records",0.782,0.359,11,-9.088,1,0.0302,0.417,0.0237,0.203,0.793,98.996,4
spotify:track:2NRWckehPD8dwH2iXmjZeB,"Dis kô Dis kô","The Rabbit That Hunts Tigers","Yin Yin",2019-10-18,260110,48,11139125490,2024-12-01T19:28:32Z,"","Bongo Joe",0.722,0.647,1,-12.23,0,0.0617,0.132,0.762,0.565,0.923,127.077,4
spotify:track:5uaHxu2wJ4YRk37bHWtbTX,"Pingpxng","The Rabbit That Hunts Tigers","Yin Yin",2019-10-18,159443,53,11139125490,2024-12-01T19:28:32Z,"","Bongo Joe",0.399,0.696,4,-9.98,0,0.0297,0.00141,0.871,0.339,0.792,126.835,4
spotify:track:6BdpQ5lDOUNbaER31ajumE,"One Inch Punch","The Rabbit That Hunts Tigers","Yin Yin",2019-10-18,308301,54,11139125490,2024-12-01T19:28:32Z,"","Bongo Joe",0.706,0.69,11,-10.856,0,0.0315,0.0179,0.804,0.0838,0.774,117.011,4
spotify:track:4uONr3H4dj82vr4Bt5xXF0,"Poor Misguided Fool","Love Is Here","Starsailor",2001-10-08,231533,49,11139125490,2024-12-01T19:28:32Z,"britpop","Parlophone UK",0.658,0.726,1,-7.728,0,0.0272,0.117,0.0000303,0.0603,0.968,116.424,4
spotify:track:2fOxxLz9JVe53itq6pfBak,"It's My Life","The Singles Collection","No Doubt",2003-01-01,225866,59,11139125490,2024-12-01T19:28:32Z,"","Interscope",0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,4
spotify:track:4B4CQ84BBpHK5d02cWKUb0,"Never Fight A Man With A Perm","Joy as an Act of Resistance.","IDLES",2018-08-31,228831,45,11139125490,2024-12-01T19:28:32Z,"post-punk,punk,noise rock","Partisan Records",0.255,0.944,9,-4.877,1,0.148,0.000283,0.000561,0.203,0.223,155.958,4
spotify:track:0C1EzLDBUfTlQD95FxVWx1,"Bir Ateşe Attın Beni","Sev Yeter","Kamuran Akkor",2004-07-30,279754,67,11139125490,2024-12-01T19:28:32Z,"arabesk,anatolian rock","DE-KA YAPIMCILIK PAZ.",0.307,0.647,1,-6.428,0,0.0466,0.431,0.00191,0.11,0.699,190.582,4
spotify:track:2QwObYJWyJTiozvs0RI7CF,"Street Spirit (Fade Out)","The Bends","Radiohead",1995-03-13,253853,73,11139125490,2024-12-01T19:28:32Z,"art rock,alternative rock","XL Recordings",0.488,0.454,4,-11.544,0,0.0304,0.317,0.694,0.179,0.131,138.076,4
spotify:track:4wajJ1o7jWIg62YqpkHC7S,"Weird Fishes / Arpeggi","In Rainbows","Radiohead",2007-12-28,318186,79,11139125490,2024-12-01T19:28:32Z,"art rock,alternative rock","XL Recordings",0.531,0.61,11,-8.025,0,0.0387,0.772,0.756,0.0908,0.199,152.958,4
spotify:track:2WmKwr8aHw1D8U2dQjVrEe,"Sandığım","Uydurduğumuz Oyunlarla","Nilipek.",2024-05-03,291477,30,11139125490,2024-12-01T19:28:32Z,"turkish pop","Nilipek.",0.618,0.198,1,-14.122,0,0.0413,0.882,0.000137,0.245,0.407,111.891,4
spotify:track:7szBZqBJuj9eAC8HJ4CyTM,"That I Miss You","That I Miss You","Vansire",2018-07-17,140116,62,11139125490,2024-12-01T19:28:32Z,"bedroom pop","Vansire",0.779,0.572,4,-9.259,1,0.0396,0.306,0.739,0.106,0.967,114.994,4
spotify:track:2NV8AiDpEeLEzOJtWfXfAH,"Confide in Me - Radio Mix","Step Back In Time: The Definitive Collection","Kylie Minogue",2019-06-28,265826,42,11139125490,2024-12-01T19:28:32Z,"dance pop","BMG Rights Management (UK) Ltd.",0.578,0.738,10,-6.83,0,0.0398,0.0345,0.0347,0.0778,0.535,102.863,4
spotify:track:6DD5beNG6Ji3AYp5WrYnwD,"What's New Scooby-Doo?","What's New Scooby-Doo?","Simple Plan",2021-07-23,68695,66,11139125490,2024-12-01T19:28:32Z,"pop punk,punk,emo","Atlantic Records",0.486,0.946,1,-5.509,1,0.0807,0.0000894,0.0001,0.11,0.509,158.158,4
spotify:track:2EGS5iKGLCONBcDgn7b9KM,"Sen Ayrı Trende Ben Ayrı Garda","Anadolu Yıldızları (2013)","Kul Mustafa",2013-07-09,275893,34,11139125490,2024-12-01T19:28:32Z,"arabesk,oyun havasi","Ay Gün Prodüksiyon",0.706,0.868,11,-4.516,0,0.0478,0.328,0.00000152,0.178,0.834,105.208,4
spotify:track:6nx4f2nVmFNWquoMtUrdYX,"Von dutch a. g. cook remix featuring addison rae","Brat and it’s completely different but also still brat","Charli xcx,Addison Rae,A. G. Cook",2024-10-11,157328,69,11139125490,2024-12-01T19:28:32Z,"hyperpop,art pop","Atlantic Records",0.669,0.778,9,-5.386,1,0.178,0.0602,0,0.359,0.342,137.699,4
spotify:track:0IuE6FnXPCdZ8NLuuvJRhb,"On Track","The Slow Rush","Tame Impala",2020-02-14,301786,57,11139125490,2024-12-01T19:28:32Z,"indie,psychedelic pop","Universal Music Australia Pty. Ltd.",0.388,0.648,2,-5.578,1,0.038,0.116,0.00000419,0.082,0.112,163.861,4
spotify:track:6WCXBUFa0z3l9DoOY3k5Xe,"Instant Destiny","The Slow Rush","Tame Impala",2020-02-14,194706,59,11139125490,2024-12-01T19:28:32Z,"indie,psychedelic pop","Universal Music Australia Pty. Ltd.",0.381,0.829,10,-4.564,1,0.0598,0.0226,0.000274,0.402,0.509,165.935,4
spotify:track:0Sq3wUbD7AT8bYV5AKnJyf,"Özledim Her Şeyini","Özledim Her Şeyini","Selami Şahin",1994-01-01,314760,49,11139125490,2024-12-01T19:28:32Z,"arabesk,turkish pop","Lider Music Company",0.35,0.519,11,-11.626,0,0.0777,0.619,0,0.306,0.45,162.22,4
spotify:track:3HgTqvBPNvp6fjPHv98iTn,"On Your Trail","Dunbarrow II","Dunbarrow",2018-09-14,237764,19,11139125490,2024-12-01T19:28:32Z,"stoner rock,doom metal,sludge metal","RidingEasy Records",0.452,0.616,0,-11.341,0,0.0363,0.457,0.00486,0.152,0.396,123.668,4
spotify:track:5Uj0VnayJKOuP9GmmDPNOx,"Untz Untz","Untz Untz","Dimitri Vegas & Like Mike,Vini Vici,Liquid Soul",2019-05-17,198583,53,11139125490,2024-12-01T19:28:32Z,"big room,electronica,edm,electro,psytrance,trance,progressive trance","Epic Amsterdam",0.678,0.967,0,-5.296,1,0.089,0.00596,0.73,0.0694,0.31,138.019,3
spotify:track:6AG2oKfBkVfiSdIQV7ITBE,"Şikayetim Var","Canımın Yaprakları","Kayahan",1996-01-01,287200,51,11139125490,2024-12-01T19:28:32Z,"turkish pop,arabesk","K Majör",0.584,0.554,4,-15.283,0,0.0412,0.669,0.0041,0.168,0.645,172.011,4
spotify:track:39CFOvYse9fcMhIwyS73Fl,"Into My Arms","The Boatman's Call (2011 - Remaster)","Nick Cave & The Bad Seeds",1997-03-03,256120,66,11139125490,2024-12-01T19:28:32Z,"","Mute, a BMG Company",0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,4
spotify:track:73ZlmJxexVebFozgZhEhkd,"O Children","Abattoir Blues / The Lyre of Orpheus","Nick Cave & The Bad Seeds",2004,409546,72,11139125490,2024-12-01T19:28:32Z,"","Mute, a BMG Company",0.498,0.564,4,-7.016,0,0.033,0.507,0.00149,0.058,0.235,121.628,4
spotify:track:1WvInhbItBzIuuVpQIXgPP,"Nothing Really Ends","Pocket Revolution","dEUS",2005-01-01,336000,51,11139125490,2024-12-01T19:28:32Z,"","[PIAS] Cooperative",0.627,0.528,2,-10.466,0,0.0269,0.396,0.0374,0.133,0.492,119.131,4
spotify:track:0aGQHMr7bc23Y9Ts84ffop,"Around the World","Californication (Deluxe Edition)","Red Hot Chili Peppers",1999-06-08,238733,73,11139125490,2024-12-01T19:28:32Z,"funk rock,alternative rock,rock","Warner Records",0.504,0.96,0,-1.464,1,0.183,0.00417,0.569,0.0613,0.774,96.682,4
spotify:track:6nNB5LL0WDWjfSt8DqY4r3,"The Dark","Urban Solitude","Anouk",1999-01-01,196893,35,11139125490,2024-12-01T19:28:32Z,"nederpop","[blank]",0.638,0.875,4,-3.805,0,0.0572,0.0124,0.0000195,0.0372,0.563,96.956,4
